======================================================================
TOP FEATURES BY CLUSTER RELEVANCE
Dataset: calcite-sm-only
Algorithm: DBSCAN
Samples: 19751, Features: 2859
======================================================================

Rank   Feature                                               Relevance
383    SM_enum_tloc_generalized_entropy                       5.312474
384    SM_method_nle_sum                                      5.312356
385    SM_enum_cloc_theil                                     5.300022
386    SM_enum_tcloc_theil                                    5.299739
387    SM_enum_ng_hoover                                      5.288935
388    SM_enum_nlg_hoover                                     5.288935
389    SM_enum_ng_atkinson                                    5.288935
390    SM_enum_nlg_atkinson                                   5.288935
391    SM_enum_cd_coefficient_of_variation                    5.281473
392    SM_enum_loc_atkinson                                   5.276593
393    SM_enum_lcom5_stdev                                    5.274966
394    SM_interface_ns_generalized_entropy                    5.273773
395    SM_interface_nls_generalized_entropy                   5.273773
396    SM_class_lloc_sum                                      5.267992
397    SM_interface_npa_coefficient_of_variation              5.267834
398    SM_interface_na_coefficient_of_variation               5.267834
399    SM_enum_ccl_sum                                        5.266894
400    SM_class_tnos_max                                      5.266394
401    SM_enum_tloc_atkinson                                  5.266066
402    SM_method_mccc_sum                                     5.265108
403    SM_enum_nlg_max                                        5.263266
404    SM_enum_ng_max                                         5.263266
405    SM_enum_npa_coefficient_of_variation                   5.261162
406    SM_enum_nlpa_coefficient_of_variation                  5.261162
407    SM_interface_ad_sum                                    5.252096
408    SM_enum_npa_hoover                                     5.249399
409    SM_enum_nlpa_hoover                                    5.249399
410    SM_enum_pda_generalized_entropy                        5.248465
411    SM_enum_lloc_theil                                     5.247882
412    SM_annotation_tloc_max                                 5.244264
413    SM_annotation_tloc_median                              5.244264
414    SM_annotation_tloc_min                                 5.244264
415    SM_annotation_loc_max                                  5.244264
416    SM_annotation_loc_avg                                  5.244264
417    SM_annotation_loc_median                               5.244264
418    SM_annotation_loc_min                                  5.244264
419    SM_annotation_tloc_avg                                 5.244264
420    SM_method_lloc_sum                                     5.242539
421    SM_enum_tlloc_theil                                    5.238532
422    SM_enum_cd_hoover                                      5.238243
423    SM_class_tloc_max                                      5.237844
424    SM_enum_tnpm_coefficient_of_variation                  5.236687
425    SM_enum_tnlpm_coefficient_of_variation                 5.236687
426    SM_enum_nlpm_coefficient_of_variation                  5.236687
427    SM_enum_npm_coefficient_of_variation                   5.236687
428    SM_class_wmc_sum                                       5.236676
